9.34	54.76
9.39	55.43
9.44	55.51
9.49	55.43
9.54	55.43
9.59	55.26
9.64	55.26
9.69	55.26
9.74	54.76
9.79	55.18
9.84	54.93
9.89	54.93
9.94	55.18
9.99	55.51
10.04	54.68
10.09	54.93
10.14	55.68
10.19	54.93
10.24	55.18
10.30	55.43
10.35	55.76
10.40	55.68
10.45	55.18
10.50	55.01
10.55	55.01
10.60	54.68
10.64	55.51
10.69	55.18
10.74	55.18
10.79	54.93
10.84	55.51
10.89	55.68
10.94	55.18
10.99	56.01
11.04	55.43
11.09	55.18
11.14	55.26
11.19	54.51
11.24	54.93
11.29	55.01
11.34	55.26
11.39	55.43
11.44	55.68
11.49	55.51
11.54	55.26
11.59	54.51
11.64	55.43
11.69	55.51
11.74	55.76
11.79	55.76
11.84	55.43
11.89	54.93
11.94	55.18
11.99	55.76
12.04	55.26
12.09	55.60
12.14	54.76
12.19	54.93
12.23	55.18
12.28	55.01
12.33	55.18
12.38	55.26
12.43	55.26
12.48	55.43
12.53	55.18
12.58	55.18
0.00	87.53
0.06	87.62
0.11	87.79
0.16	87.79
0.22	87.87
0.27	87.53
0.32	87.53
0.38	87.11
0.43	87.37
0.48	87.03
0.54	88.12
0.59	87.53
0.65	87.87
0.70	87.53
0.76	87.70
0.81	88.21
0.87	88.12
0.92	88.46
0.98	87.87
1.03	87.53
1.09	87.62
1.14	88.12
1.19	87.53
1.25	87.28
1.30	86.69
1.36	87.87
1.41	87.87
1.46	87.28
1.52	87.28
1.57	86.78
1.62	87.37
1.68	87.87
1.73	87.62
1.79	87.37
1.85	87.03
1.90	87.62
1.95	87.62
2.01	88.21
2.06	87.37
2.11	87.28
2.17	87.37
2.22	87.11
2.28	88.37
2.33	88.12
2.38	87.70
2.44	87.62
2.49	87.70
2.55	87.62
2.60	87.62
2.66	87.53
2.71	86.86
2.77	87.95
2.83	87.62
2.88	87.70
2.93	87.62
2.99	87.28
3.04	87.37
3.10	87.03
3.15	87.11
3.20	86.86
3.26	87.37
3.31	87.03
3.37	87.53
3.42	87.28
3.48	87.62
3.53	88.12
3.59	87.28
3.64	87.28
3.70	87.37
3.75	87.62
3.81	87.11
3.86	87.53
3.92	87.37
3.97	86.78
4.03	87.11
4.08	87.62
4.14	87.28
4.19	87.28
4.25	87.79
4.30	87.11
4.36	86.61
4.41	87.11
4.46	86.86
4.51	87.28
4.57	86.69
4.62	87.53
0.00	65.56
0.06	65.14
0.11	65.39
0.16	65.98
0.22	65.39
0.27	64.64
0.32	66.15
0.37	65.73
0.43	66.15
0.48	66.23
0.53	65.73
0.59	65.39
0.64	65.48
0.70	65.31
0.75	65.64
0.81	65.39
0.87	65.39
0.92	65.90
0.98	65.73
1.04	65.31
1.09	65.48
1.15	65.90
1.20	65.14
1.26	66.15
1.31	66.65
1.37	66.15
1.42	65.98
1.48	65.23
0.00	66.15
0.05	66.40
0.11	65.64
0.16	66.15
0.21	65.48
0.26	65.48
0.32	65.90
0.37	65.98
0.42	66.15
0.48	66.23
0.53	65.14
0.58	65.14
0.64	65.23
0.69	65.90
0.74	65.39
0.80	65.90
0.85	65.64
0.91	65.64
0.96	65.73
1.02	66.15
1.07	66.40
1.13	65.90
1.18	65.73
1.24	66.48
1.29	65.64
1.35	66.57
1.40	65.73
1.46	65.90
1.51	65.73
1.57	65.90
0.00	65.39
0.05	66.15
0.11	65.73
0.16	66.23
0.21	66.15
0.27	64.97
0.32	65.90
0.37	65.23
0.43	65.39
0.48	65.64
0.53	65.73
0.58	65.48
0.64	65.98
0.69	65.73
0.74	65.64
